person_id,person_type,activity_id,context,role,years_involved,recognition_level
A26-104602,Applicant,ACT-03,High School,Member,3,None
A26-104602,Applicant,ACT-29,High School,Member,2,School
A26-104602,Applicant,ACT-09,High School,Member,2,None
A26-104602,Applicant,ACT-12,High School,Member,2,None
A26-100683,Applicant,ACT-18,High School,Member,3,None
A26-100683,Applicant,ACT-27,High School,Officer,1,None
A26-100683,Applicant,ACT-26,High School,Officer,4,State
A26-100683,Applicant,ACT-14,High School,Officer,4,School
A26-100683,Applicant,ACT-28,High School,Officer,1,Regional
A26-100683,Applicant,ACT-23,High School,Member,2,State
A26-106738,Applicant,ACT-01,High School,Member,3,None
A26-106738,Applicant,ACT-28,High School,Member,2,None
A26-106738,Applicant,ACT-15,High School,Officer,1,None
A26-106738,Applicant,ACT-17,High School,Officer,4,School
A26-106738,Applicant,ACT-12,High School,Captain,1,School
A26-108158,Applicant,ACT-08,High School,Member,2,None
A26-108158,Applicant,ACT-12,High School,Member,4,None
A26-108158,Applicant,ACT-17,High School,Member,3,None
A26-108158,Applicant,ACT-19,High School,Member,2,None
A26-100469,Applicant,ACT-23,High School,Member,3,Regional
A26-100469,Applicant,ACT-10,High School,Member,2,None
A26-100469,Applicant,ACT-02,High School,Member,2,None
A26-100469,Applicant,ACT-18,High School,Member,3,School
A26-100469,Applicant,ACT-45,High School,Member,2,None
A26-107506,Applicant,ACT-12,High School,Member,2,School
A26-107506,Applicant,ACT-13,High School,Officer,4,School
A26-107506,Applicant,ACT-27,High School,Member,4,Regional
A26-107506,Applicant,ACT-15,High School,Member,1,National
A26-104640,Applicant,ACT-13,High School,Officer,2,Regional
A26-104640,Applicant,ACT-23,High School,Captain,3,State
A26-104640,Applicant,ACT-06,High School,Member,4,School
A26-100569,Applicant,ACT-08,High School,Member,1,None
A26-100569,Applicant,ACT-21,High School,President,2,None
A26-100569,Applicant,ACT-05,High School,Member,4,None
A26-100569,Applicant,ACT-04,High School,Captain,4,None
A26-100569,Applicant,ACT-15,High School,Officer,3,None
A26-107551,Applicant,ACT-12,High School,Member,1,None
A26-107551,Applicant,ACT-21,High School,Member,1,None
A26-107551,Applicant,ACT-16,High School,Member,3,State
A26-107551,Applicant,ACT-23,High School,Captain,4,None
A26-103556,Applicant,ACT-31,High School,Member,3,None
A26-103556,Applicant,ACT-16,High School,Captain,3,School
A26-103556,Applicant,ACT-10,High School,Officer,4,None
A26-103556,Applicant,ACT-05,High School,Officer,3,School
A26-103556,Applicant,ACT-30,High School,Officer,3,Regional
A26-103556,Applicant,ACT-15,High School,Member,2,None
A26-108002,Applicant,ACT-01,High School,Member,1,Regional
A26-108002,Applicant,ACT-27,High School,Member,1,School
A26-108002,Applicant,ACT-23,High School,Founder,2,None
A26-102911,Applicant,ACT-12,High School,Captain,3,None
A26-102911,Applicant,ACT-06,High School,Captain,1,None
A26-102911,Applicant,ACT-15,High School,Founder,1,None
A26-102911,Applicant,ACT-31,High School,Member,3,Regional
A26-101579,Applicant,ACT-23,High School,Member,4,Regional
A26-101579,Applicant,ACT-06,High School,Captain,4,School
A26-101579,Applicant,ACT-12,High School,Member,2,National
A26-101579,Applicant,ACT-24,High School,President,3,School
A26-101579,Applicant,ACT-02,High School,Member,1,None
A26-101579,Applicant,ACT-15,High School,Member,3,None
A26-107466,Applicant,ACT-15,High School,Member,1,State
A26-107466,Applicant,ACT-05,High School,Member,1,None
A26-107466,Applicant,ACT-11,High School,Member,2,None
A26-108249,Applicant,ACT-09,High School,Captain,4,None
A26-108249,Applicant,ACT-21,High School,Member,1,State
A26-108249,Applicant,ACT-24,High School,Member,2,State
A26-108249,Applicant,ACT-15,High School,Officer,3,None
A26-108249,Applicant,ACT-23,High School,Officer,3,None
A26-108249,Applicant,ACT-07,High School,Officer,1,Regional
A26-104199,Applicant,ACT-15,High School,Captain,3,Regional
A26-104199,Applicant,ACT-23,High School,Captain,1,School
A26-104199,Applicant,ACT-06,High School,Captain,1,None
A26-104199,Applicant,ACT-12,High School,Officer,1,None
A26-101739,Applicant,ACT-12,High School,Member,2,None
A26-101739,Applicant,ACT-29,High School,Member,3,School
A26-101739,Applicant,ACT-19,High School,Officer,1,School
A26-101739,Applicant,ACT-16,High School,Member,4,None
A26-105810,Applicant,ACT-02,High School,President,2,None
A26-105810,Applicant,ACT-09,High School,Member,1,None
A26-105810,Applicant,ACT-23,High School,Member,3,None
A26-105810,Applicant,ACT-10,High School,Member,4,School
A26-104455,Applicant,ACT-08,High School,Member,1,None
A26-104455,Applicant,ACT-12,High School,Member,4,School
A26-104455,Applicant,ACT-23,High School,Member,1,None
A26-106624,Applicant,ACT-05,High School,President,4,State
A26-106624,Applicant,ACT-15,High School,President,1,None
A26-106624,Applicant,ACT-12,High School,Founder,3,None
A26-106624,Applicant,ACT-17,High School,Officer,2,None
A26-106624,Applicant,ACT-08,High School,Member,2,School
A26-101699,Applicant,ACT-03,High School,President,3,None
A26-101699,Applicant,ACT-12,High School,Officer,3,None
A26-101699,Applicant,ACT-27,High School,President,1,None
A26-101699,Applicant,ACT-04,High School,Member,4,School
A26-101699,Applicant,ACT-07,High School,Officer,4,None
A26-104018,Applicant,ACT-23,High School,Member,4,None
A26-104018,Applicant,ACT-12,High School,Member,3,None
A26-104018,Applicant,ACT-06,High School,Officer,3,None
A26-104018,Applicant,ACT-13,High School,Member,2,School
A26-102612,Applicant,ACT-06,High School,Member,3,Regional
A26-102612,Applicant,ACT-30,High School,Member,3,School
A26-102612,Applicant,ACT-29,High School,Member,3,School
A26-102612,Applicant,ACT-15,High School,Member,3,None
A26-100835,Applicant,ACT-15,High School,President,2,State
A26-100835,Applicant,ACT-23,High School,Member,4,None
A26-100835,Applicant,ACT-27,High School,Member,1,School
A26-104777,Applicant,ACT-12,High School,Founder,3,Regional
A26-104777,Applicant,ACT-21,High School,Officer,1,Regional
A26-104777,Applicant,ACT-23,High School,Officer,2,National
A26-104777,Applicant,ACT-08,High School,Member,4,None
A26-104777,Applicant,ACT-19,High School,Member,4,Regional
A26-104777,Applicant,ACT-15,High School,Member,1,National
A26-101639,Applicant,ACT-21,High School,Member,3,School
A26-101639,Applicant,ACT-19,High School,Member,3,Regional
A26-101639,Applicant,ACT-12,High School,Member,4,None
A26-103419,Applicant,ACT-12,High School,Member,3,State
A26-103419,Applicant,ACT-23,High School,Officer,2,None
A26-103419,Applicant,ACT-25,High School,Member,4,School
A26-103419,Applicant,ACT-06,High School,Officer,3,State
A26-107544,Applicant,ACT-19,High School,Member,3,None
A26-107544,Applicant,ACT-06,High School,President,4,School
A26-107544,Applicant,ACT-23,High School,Officer,2,School
A26-107544,Applicant,ACT-01,High School,Member,2,National
A26-100676,Applicant,ACT-01,High School,Member,2,None
A26-100676,Applicant,ACT-08,High School,Captain,3,None
A26-100676,Applicant,ACT-15,High School,Member,2,Regional
A26-100676,Applicant,ACT-12,High School,Member,3,State
A26-102045,Applicant,ACT-07,High School,Founder,4,None
A26-102045,Applicant,ACT-22,High School,Officer,4,School
A26-102045,Applicant,ACT-06,High School,Member,2,School
A26-102045,Applicant,ACT-12,High School,President,4,None
A26-102045,Applicant,ACT-17,High School,Member,3,None
A26-102045,Applicant,ACT-23,High School,Officer,1,Regional
A26-104243,Applicant,ACT-12,High School,President,1,None
A26-104243,Applicant,ACT-17,High School,Member,1,School
A26-104243,Applicant,ACT-23,High School,Member,3,None
A26-104243,Applicant,ACT-28,High School,Member,1,State
A26-104243,Applicant,ACT-05,High School,Member,4,None
A26-107296,Applicant,ACT-01,High School,Founder,1,None
A26-107296,Applicant,ACT-11,High School,Member,4,None
A26-107296,Applicant,ACT-15,High School,Member,3,School
A26-107296,Applicant,ACT-23,High School,Officer,3,None
A26-102580,Applicant,ACT-04,High School,Member,1,None
A26-102580,Applicant,ACT-08,High School,Member,1,None
A26-102580,Applicant,ACT-29,High School,Officer,4,National
A26-102580,Applicant,ACT-23,High School,Captain,3,State
A26-102580,Applicant,ACT-07,High School,Captain,4,School
A26-102580,Applicant,ACT-03,High School,Member,4,None
A26-101609,Applicant,ACT-02,High School,Member,3,School
A26-101609,Applicant,ACT-13,High School,Member,1,School
A26-101609,Applicant,ACT-12,High School,Member,4,School
A26-105159,Applicant,ACT-01,High School,Member,4,None
A26-105159,Applicant,ACT-12,High School,Member,4,None
A26-105159,Applicant,ACT-09,High School,Member,3,Regional
A26-105159,Applicant,ACT-22,High School,Captain,3,School
A26-105159,Applicant,ACT-44,High School,Member,2,None
A26-101720,Applicant,ACT-05,High School,Member,1,School
A26-101720,Applicant,ACT-15,High School,Member,3,None
A26-101720,Applicant,ACT-12,High School,Officer,3,School
A26-101720,Applicant,ACT-26,High School,Member,2,School
A26-103143,Applicant,ACT-23,High School,Member,4,Regional
A26-103143,Applicant,ACT-15,High School,Member,1,None
A26-103143,Applicant,ACT-17,High School,Officer,1,School
A26-103143,Applicant,ACT-01,High School,Officer,1,Regional
A26-103143,Applicant,ACT-29,High School,Captain,4,None
A26-103143,Applicant,ACT-24,High School,Member,4,None
A26-107423,Applicant,ACT-05,High School,Officer,3,None
A26-107423,Applicant,ACT-15,High School,Officer,1,School
A26-107423,Applicant,ACT-06,High School,Member,2,School
A26-107423,Applicant,ACT-30,High School,Officer,2,None
A26-102550,Applicant,ACT-28,High School,Member,2,None
A26-102550,Applicant,ACT-30,High School,Member,3,Regional
A26-102550,Applicant,ACT-23,High School,Member,1,School
A26-106389,Applicant,ACT-08,High School,Member,2,None
A26-106389,Applicant,ACT-19,High School,President,4,None
A26-106389,Applicant,ACT-12,High School,Member,1,None
A26-106389,Applicant,ACT-23,High School,Member,1,Regional
A26-106389,Applicant,ACT-06,High School,Officer,4,None
A26-106389,Applicant,ACT-21,High School,Member,2,State
A26-106389,Applicant,ACT-32,High School,Member,2,School
A26-101920,Applicant,ACT-10,High School,Founder,3,None
A26-101920,Applicant,ACT-15,High School,Member,2,None
A26-101920,Applicant,ACT-23,High School,Member,2,None
A26-101920,Applicant,ACT-13,High School,Member,1,None
A26-101920,Applicant,ACT-38,High School,Captain,4,None
A26-104720,Applicant,ACT-01,High School,Member,3,None
A26-104720,Applicant,ACT-08,High School,Member,2,None
A26-104720,Applicant,ACT-23,High School,Member,2,None
A26-104720,Applicant,ACT-06,High School,Founder,3,State
A26-104720,Applicant,ACT-22,High School,Officer,2,None
A26-105062,Applicant,ACT-07,High School,Member,4,None
A26-105062,Applicant,ACT-27,High School,Member,2,None
A26-105062,Applicant,ACT-08,High School,Member,1,Regional
A26-105062,Applicant,ACT-23,High School,President,4,None
A26-102735,Applicant,ACT-12,High School,Officer,2,None
A26-102735,Applicant,ACT-22,High School,Member,1,None
A26-102735,Applicant,ACT-08,High School,Member,2,None
A26-102735,Applicant,ACT-15,High School,Member,3,None
A26-102735,Applicant,ACT-11,High School,Member,1,None
A26-106212,Applicant,ACT-05,High School,Officer,3,State
A26-106212,Applicant,ACT-08,High School,Founder,1,School
A26-106212,Applicant,ACT-12,High School,Member,1,School
A26-106212,Applicant,ACT-23,High School,Member,1,None
A26-107659,Applicant,ACT-24,High School,Member,3,School
A26-107659,Applicant,ACT-12,High School,Member,4,None
A26-107659,Applicant,ACT-27,High School,Member,1,State
A26-100968,Applicant,ACT-11,High School,Officer,1,Regional
A26-100968,Applicant,ACT-23,High School,Member,4,School
A26-100968,Applicant,ACT-07,High School,Member,1,School
A26-100968,Applicant,ACT-05,High School,Member,1,None
A26-101962,Applicant,ACT-01,High School,Member,4,None
A26-101962,Applicant,ACT-08,High School,Member,2,School
A26-101962,Applicant,ACT-28,High School,Member,2,None
A26-102169,Applicant,ACT-04,High School,Founder,2,None
A26-102169,Applicant,ACT-01,High School,Officer,4,None
A26-102169,Applicant,ACT-12,High School,Member,2,School
A26-102169,Applicant,ACT-07,High School,Member,4,Regional
A26-102169,Applicant,ACT-23,High School,Captain,4,None
A26-101132,Applicant,ACT-23,High School,Officer,3,School
A26-101132,Applicant,ACT-17,High School,Captain,2,None
A26-101132,Applicant,ACT-04,High School,Captain,3,Regional
A26-104492,Applicant,ACT-09,High School,Member,3,None
A26-104492,Applicant,ACT-24,High School,Captain,1,School
A26-104492,Applicant,ACT-06,High School,Member,2,None
A26-104492,Applicant,ACT-12,High School,Member,4,State
A26-104492,Applicant,ACT-01,High School,Member,4,School
A26-104492,Applicant,ACT-23,High School,Member,4,School
A26-102445,Applicant,ACT-12,High School,Member,1,Regional
A26-102445,Applicant,ACT-23,High School,Member,2,None
A26-102445,Applicant,ACT-08,High School,Officer,1,Regional
A26-102445,Applicant,ACT-19,High School,Member,3,None
A26-102445,Applicant,ACT-05,High School,Member,2,None
A26-102445,Applicant,ACT-16,High School,Member,3,School
A26-102179,Applicant,ACT-31,High School,Member,3,None
A26-102179,Applicant,ACT-08,High School,Captain,4,Regional
A26-102179,Applicant,ACT-23,High School,Member,1,Regional
A26-102179,Applicant,ACT-12,High School,Member,1,None
A26-102179,Applicant,ACT-14,High School,Member,3,None
A26-101845,Applicant,ACT-23,High School,Member,3,State
A26-101845,Applicant,ACT-25,High School,Member,2,School
A26-101845,Applicant,ACT-01,High School,Member,2,Regional
A26-100089,Applicant,ACT-28,High School,Officer,1,None
A26-100089,Applicant,ACT-12,High School,Officer,3,School
A26-100089,Applicant,ACT-14,High School,Member,2,None
A26-100089,Applicant,ACT-15,High School,Founder,1,Regional
A26-102121,Applicant,ACT-08,High School,Member,3,School
A26-102121,Applicant,ACT-09,High School,Officer,3,None
A26-102121,Applicant,ACT-17,High School,Officer,3,None
A26-102121,Applicant,ACT-12,High School,Member,3,School
A26-102121,Applicant,ACT-05,High School,Member,2,None
A26-105520,Applicant,ACT-28,High School,Member,1,None
A26-105520,Applicant,ACT-23,High School,Member,4,None
A26-105520,Applicant,ACT-03,High School,Member,3,School
A26-105257,Applicant,ACT-23,High School,Officer,3,Regional
A26-105257,Applicant,ACT-19,High School,Officer,4,None
A26-105257,Applicant,ACT-06,High School,Member,3,Regional
A26-106969,Applicant,ACT-08,High School,Member,4,School
A26-106969,Applicant,ACT-30,High School,Member,1,Regional
A26-106969,Applicant,ACT-11,High School,Member,4,None
A26-106969,Applicant,ACT-01,High School,Member,2,State
A26-106969,Applicant,ACT-27,High School,Member,1,None
A26-106969,Applicant,ACT-23,High School,Member,3,School
A26-108223,Applicant,ACT-23,High School,Member,3,School
A26-108223,Applicant,ACT-15,High School,Member,2,Regional
A26-108223,Applicant,ACT-21,High School,Member,1,State
A26-105820,Applicant,ACT-02,High School,Member,4,None
A26-105820,Applicant,ACT-23,High School,Member,4,None
A26-105820,Applicant,ACT-26,High School,Member,4,Regional
A26-100910,Applicant,ACT-13,High School,Member,1,None
A26-100910,Applicant,ACT-27,High School,Member,3,None
A26-100910,Applicant,ACT-12,High School,Member,2,None
A26-103152,Applicant,ACT-07,High School,Member,4,None
A26-103152,Applicant,ACT-29,High School,Member,4,None
A26-103152,Applicant,ACT-21,High School,President,4,Regional
A26-103152,Applicant,ACT-06,High School,Member,3,None
A26-106507,Applicant,ACT-23,High School,Member,3,None
A26-106507,Applicant,ACT-21,High School,Member,2,None
A26-106507,Applicant,ACT-12,High School,Captain,3,None
A26-106507,Applicant,ACT-09,High School,Member,2,None
A26-106507,Applicant,ACT-41,High School,Captain,3,None
A26-105127,Applicant,ACT-19,High School,Founder,1,None
A26-105127,Applicant,ACT-07,High School,President,3,None
A26-105127,Applicant,ACT-12,High School,Officer,1,None
A26-105127,Applicant,ACT-15,High School,Member,4,None
A26-106554,Applicant,ACT-03,High School,Member,1,None
A26-106554,Applicant,ACT-11,High School,Member,2,None
A26-106554,Applicant,ACT-27,High School,Member,2,School
A26-107838,Applicant,ACT-12,High School,Member,4,None
A26-107838,Applicant,ACT-23,High School,Officer,3,None
A26-107838,Applicant,ACT-08,High School,Member,3,None
A26-108326,Applicant,ACT-16,High School,Member,3,None
A26-108326,Applicant,ACT-12,High School,Officer,2,State
A26-108326,Applicant,ACT-07,High School,Member,4,Regional
A26-108326,Applicant,ACT-15,High School,Member,1,None
A26-108326,Applicant,ACT-05,High School,Officer,1,School
A26-106775,Applicant,ACT-12,High School,Member,3,School
A26-106775,Applicant,ACT-06,High School,Member,1,School
A26-106775,Applicant,ACT-23,High School,Officer,3,State
A26-106775,Applicant,ACT-08,High School,Member,3,None
A26-106775,Applicant,ACT-02,High School,Member,2,None
A26-108135,Applicant,ACT-24,High School,Member,3,None
A26-108135,Applicant,ACT-26,High School,Captain,3,State
A26-108135,Applicant,ACT-30,High School,Member,4,None
A26-101226,Applicant,ACT-01,High School,Member,1,None
