alum_id,cohort_year,entry_academic_rating,entry_hs_gpa_recalc,entry_testing_policy,entry_sat_total,entry_region,entry_hs_type,entry_first_generation,entry_family_income_band,entry_institutional_aid,entry_intended_school,entry_intended_major,entry_athletic_recruit_sport,entry_demonstrated_interest_rating,final_school,final_major,first_year_gpa,final_cum_gpa,gpa_delta,retained_year2,graduated_4yr,graduated_6yr,academic_probation_ever,major_changes,leadership_roles_count,varsity_seasons,team_captain,honors_thesis,latin_honors,internships_count,study_abroad,postgrad_status_6mo,success_attainment,success_growth,success_completion,success_contribution,exemplar_flag,success_composite_tier
L2024-10432,2024,3,3.45,Submitted,1230,Mid-Atlantic,Public,N,$150K - $249K,38500,School of Nursing & Health,Exercise Science,,5,School of Nursing & Health,Exercise Science,2.96,3.26,0.30,Y,Y,Y,N,0,1,0,N,N,N,1,N,Unknown,0.704,0.7327,1.0,0.1818,N,Tier 2 - Strong
L2025-10433,2025,3,3.55,Test Optional,,Southwest,Private - Independent,N,Not Reported,44300,School of Nursing & Health,Public Health,,2,School of Nursing & Health,Public Health,2.83,2.84,0.01,N,N,N,N,1,1,0,N,N,N,1,N,Unknown,0.536,0.4455,0.15,0.1818,N,Tier 4 - Struggled
L2019-10434,2019,3,3.52,Submitted,1260,Mid-Atlantic,Public,N,$150K - $249K,31700,School of Nursing & Health,Health Administration,,2,School of Nursing & Health,Health Administration,3.11,3.00,-0.11,N,N,N,N,0,2,0,N,Y,N,2,Y,Employed full-time,0.6,0.3267,0.15,0.6364,N,Tier 4 - Struggled
L2020-10435,2020,4,3.87,Submitted,1490,International,Public,N,$150K - $249K,22300,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Undeclared,3.76,4.00,0.24,Y,Y,Y,N,0,1,0,N,N,Y,1,Y,Graduate or professional school,1.0,0.6733,1.0,0.1818,Y,Tier 1 - Thrived
L2021-10436,2021,2,3.29,Submitted,1120,Southwest,Private - Independent,N,$60K - $99K,32000,School of Business,Marketing,,4,School of Business,Finance,2.92,3.12,0.20,Y,Y,Y,Y,0,0,0,N,N,N,1,N,Employed full-time,0.648,0.6337,0.85,0.0,N,Tier 4 - Struggled
L2022-10437,2022,4,4.04,Test Optional,,Midwest,Private - Independent,N,$60K - $99K,11600,School of Business,Accounting,,3,School of Business,Finance,4.00,4.00,0.00,Y,Y,Y,N,0,4,0,N,Y,Y,3,N,Graduate or professional school,1.0,0.4356,1.0,1.0,Y,Tier 1 - Thrived
L2023-10438,2023,2,3.36,Submitted,1210,Midwest,Public,N,$60K - $99K,32500,College of Arts & Sciences,History,,2,College of Arts & Sciences,History,2.44,2.35,-0.09,Y,N,Y,Y,1,0,0,N,N,N,0,N,Employed full-time,0.34,0.3465,0.45,0.0,N,Tier 4 - Struggled
L2024-10439,2024,2,3.37,Test Optional,,New England,Public,N,$60K - $99K,7100,College of Arts & Sciences,Environmental Science,,2,College of Arts & Sciences,Environmental Science,2.34,2.28,-0.06,Y,Y,Y,N,2,3,0,N,N,N,3,N,Employed full-time,0.312,0.3762,1.0,0.5455,N,Tier 3 - Solid
L2025-10440,2025,4,3.72,Submitted,1400,New England,Public,N,$60K - $99K,49500,School of Business,Marketing,,3,School of Business,Marketing,3.20,3.22,0.02,Y,Y,Y,N,0,1,0,N,Y,N,1,N,Employed full-time,0.688,0.4554,1.0,0.4545,N,Tier 2 - Strong
L2019-10441,2019,3,3.55,Submitted,1340,South,Public,Y,Under $30K,20300,School of Engineering,Mechanical Engineering,,4,School of Engineering,Mechanical Engineering,3.48,3.79,0.31,Y,Y,Y,N,1,2,0,N,Y,Y,3,N,Employed full-time,0.916,0.7426,1.0,0.6364,Y,Tier 1 - Thrived
L2020-10442,2020,3,3.65,Submitted,1310,South,Public,N,$150K - $249K,61900,School of Business,Supply Chain Management,Men's Basketball,3,School of Business,Supply Chain Management,3.29,3.60,0.31,Y,Y,Y,N,0,1,4,N,Y,N,2,N,Graduate or professional school,0.84,0.7426,1.0,0.4545,Y,Tier 1 - Thrived
L2021-10443,2021,3,3.72,Submitted,1330,Southwest,International School,N,$60K - $99K,35400,College of Arts & Sciences,Sociology,,3,College of Arts & Sciences,Sociology,3.32,3.52,0.20,Y,Y,Y,N,0,2,0,N,N,N,2,N,Employed full-time,0.808,0.6337,1.0,0.3636,Y,Tier 2 - Strong
L2022-10444,2022,3,3.45,Submitted,1230,Midwest,Charter,N,$100K - $149K,13000,School of Business,Management,,3,School of Business,Management,2.94,2.88,-0.06,Y,N,N,Y,1,2,0,N,N,N,1,N,Employed full-time,0.552,0.3762,0.45,0.3636,N,Tier 4 - Struggled
L2023-10445,2023,3,3.65,Test Optional,,New England,Private - Independent,N,Not Reported,55400,College of Arts & Sciences,Political Science,,5,College of Arts & Sciences,Mathematics,2.61,2.57,-0.04,Y,N,Y,N,0,2,0,N,N,N,2,Y,Graduate or professional school,0.428,0.396,0.6,0.3636,N,Tier 4 - Struggled
L2024-10446,2024,3,3.67,Submitted,1190,Midwest,Public,Y,$30K - $59K,50800,School of Business,Marketing,,2,School of Business,Accounting,3.17,3.30,0.13,Y,Y,Y,N,2,1,0,N,N,N,1,N,Seeking,0.72,0.5644,1.0,0.1818,N,Tier 3 - Solid
L2025-10447,2025,4,3.98,Submitted,1430,Mid-Atlantic,Public,N,$60K - $99K,43700,School of Engineering,Chemical Engineering,,3,School of Engineering,Mechanical Engineering,3.67,4.00,0.33,Y,Y,Y,N,0,1,0,N,N,N,2,N,Employed full-time,1.0,0.7624,1.0,0.1818,Y,Tier 1 - Thrived
L2019-10448,2019,3,3.81,Test Optional,,South,Charter,N,$150K - $249K,37500,College of Arts & Sciences,Chemistry,Field Hockey,5,College of Arts & Sciences,Sociology,2.88,3.01,0.13,Y,Y,Y,N,0,2,1,N,N,N,3,N,Employed full-time,0.604,0.5644,1.0,0.3636,N,Tier 2 - Strong
L2020-10449,2020,3,3.56,Submitted,1340,Mid-Atlantic,Public,Y,$60K - $99K,7800,College of Arts & Sciences,Undeclared,Wrestling,2,College of Arts & Sciences,Neuroscience,2.67,2.60,-0.07,Y,Y,Y,N,1,2,1,N,N,N,2,N,Employed full-time,0.44,0.3663,1.0,0.3636,N,Tier 3 - Solid
L2021-10450,2021,3,3.72,Submitted,1290,Mid-Atlantic,Public,N,$60K - $99K,56200,College of Arts & Sciences,Neuroscience,,4,College of Arts & Sciences,Neuroscience,3.98,4.00,0.02,Y,Y,Y,N,0,0,0,N,Y,Y,2,N,Seeking,1.0,0.4554,1.0,0.2727,Y,Tier 2 - Strong
L2022-10451,2022,3,3.68,Test Optional,,South,Public,Y,$60K - $99K,3400,School of Engineering,Mechanical Engineering,Wrestling,2,School of Engineering,Mechanical Engineering,2.67,2.70,0.03,Y,N,Y,Y,1,2,4,Y,Y,N,3,N,Employed full-time,0.48,0.4653,0.45,0.9091,N,Tier 3 - Solid
L2023-10452,2023,3,3.40,Test Optional,,International,Public,N,$30K - $59K,43900,College of Arts & Sciences,Economics,,2,College of Arts & Sciences,Economics,2.80,2.84,0.04,Y,N,N,Y,0,0,0,N,N,N,1,Y,Graduate or professional school,0.536,0.4752,0.45,0.0,N,Tier 4 - Struggled
L2024-10453,2024,3,3.56,Submitted,1260,South,Public,N,$100K - $149K,29300,School of Nursing & Health,Health Administration,Women's Soccer,3,School of Nursing & Health,Health Administration,3.46,3.86,0.40,Y,N,Y,N,0,0,1,N,N,N,3,N,Seeking,0.944,0.8317,0.6,0.0,N,Tier 3 - Solid
L2025-10454,2025,2,3.38,Submitted,1180,Mid-Atlantic,Private - Independent,N,$150K - $249K,41200,College of Fine Arts,Music Performance,,4,College of Fine Arts,Music Performance,2.55,2.65,0.10,Y,Y,Y,N,0,1,0,N,N,N,1,N,Seeking,0.46,0.5347,1.0,0.1818,N,Tier 3 - Solid
L2019-10455,2019,4,3.89,Submitted,1320,Mid-Atlantic,Public,N,Not Reported,47800,College of Arts & Sciences,English,Rowing,3,College of Arts & Sciences,English,3.38,3.59,0.21,Y,Y,Y,N,0,1,3,N,Y,N,3,Y,Employed full-time,0.836,0.6436,1.0,0.4545,Y,Tier 1 - Thrived
L2020-10456,2020,5,4.30,Submitted,1590,Mid-Atlantic,Public,N,Not Reported,46300,College of Arts & Sciences,Biology,,3,College of Arts & Sciences,Biology,3.18,3.22,0.04,Y,Y,Y,N,0,3,0,N,N,N,2,N,Graduate or professional school,0.688,0.4752,1.0,0.5455,Y,Tier 2 - Strong
L2021-10457,2021,3,3.68,Submitted,1220,Midwest,Parochial,N,$30K - $59K,18700,College of Arts & Sciences,Environmental Science,,4,College of Arts & Sciences,Environmental Science,3.21,3.55,0.34,Y,Y,Y,N,3,1,0,N,Y,N,1,Y,Employed full-time,0.82,0.7723,1.0,0.4545,Y,Tier 1 - Thrived
L2022-10458,2022,3,3.62,Test Optional,,Midwest,International School,N,$250K and above,28600,College of Fine Arts,Theatre,,4,College of Fine Arts,Theatre,3.34,3.84,0.50,Y,Y,Y,N,0,3,0,N,N,N,2,Y,Seeking,0.936,0.9307,1.0,0.5455,Y,Tier 1 - Thrived
L2023-10459,2023,3,3.81,Submitted,1310,Midwest,Public,N,$60K - $99K,34000,School of Business,Accounting,Women's Soccer,2,School of Business,Accounting,3.16,3.50,0.34,Y,Y,Y,Y,0,0,2,N,N,N,2,Y,Employed full-time,0.8,0.7723,0.85,0.0,N,Tier 3 - Solid
L2024-10460,2024,3,3.63,Submitted,1180,Mid-Atlantic,International School,N,Under $30K,3000,College of Arts & Sciences,Mathematics,,3,College of Arts & Sciences,Mathematics,3.12,3.65,0.53,Y,N,N,N,0,1,0,N,N,Y,4,N,Graduate or professional school,0.86,0.9604,0.6,0.1818,N,Tier 2 - Strong
L2025-10461,2025,4,3.86,Submitted,1330,Mid-Atlantic,Parochial,N,$150K - $249K,22600,School of Engineering,Biomedical Engineering,,4,School of Engineering,Biomedical Engineering,2.91,2.83,-0.08,Y,Y,Y,N,0,3,0,N,N,N,1,N,Seeking,0.532,0.3564,1.0,0.5455,N,Tier 3 - Solid
L2019-10462,2019,3,3.85,Test Optional,,Mid-Atlantic,Public,N,$250K and above,24000,College of Arts & Sciences,Chemistry,,3,College of Arts & Sciences,Chemistry,2.88,2.69,-0.19,Y,Y,Y,N,0,2,0,N,N,N,1,N,Graduate or professional school,0.476,0.2475,1.0,0.3636,N,Tier 4 - Struggled
L2020-10463,2020,2,3.21,Test Optional,,Mid-Atlantic,Private - Independent,N,$150K - $249K,30100,School of Business,Supply Chain Management,,3,School of Business,Supply Chain Management,3.16,3.33,0.17,Y,Y,Y,N,2,1,0,N,N,N,3,N,Seeking,0.732,0.604,1.0,0.1818,N,Tier 3 - Solid
L2021-10464,2021,2,3.09,Submitted,1170,International,Home School,N,$250K and above,13900,School of Nursing & Health,Public Health,,3,School of Nursing & Health,Public Health,2.88,3.02,0.14,Y,Y,Y,N,0,0,0,N,N,N,1,Y,Graduate or professional school,0.608,0.5743,1.0,0.0,N,Tier 3 - Solid
L2022-10465,2022,3,3.65,Test Optional,,Mid-Atlantic,Public,N,$250K and above,9800,School of Business,Management,,2,School of Business,Management,3.86,4.00,0.14,Y,Y,Y,N,2,1,0,N,N,Y,3,N,Graduate or professional school,1.0,0.5743,1.0,0.1818,Y,Tier 2 - Strong
L2023-10466,2023,4,3.86,Test Optional,,West,International School,N,$60K - $99K,10300,School of Engineering,Electrical Engineering,,4,School of Engineering,Electrical Engineering,3.39,3.60,0.21,Y,Y,Y,N,3,1,0,N,N,N,2,N,Employed full-time,0.84,0.6436,1.0,0.1818,Y,Tier 2 - Strong
L2024-10467,2024,3,3.47,Submitted,1240,Mid-Atlantic,Public,N,$150K - $249K,59500,College of Arts & Sciences,Biology,Wrestling,3,College of Arts & Sciences,Chemistry,3.06,3.11,0.05,N,N,N,N,0,1,2,N,N,N,0,Y,Employed full-time,0.644,0.4851,0.15,0.1818,N,Tier 4 - Struggled
L2025-10468,2025,3,3.37,Test Optional,,Mid-Atlantic,Public,N,$250K and above,16300,College of Arts & Sciences,Economics,,5,College of Arts & Sciences,Economics,3.60,3.87,0.27,Y,Y,Y,N,0,1,0,N,N,Y,2,N,Employed full-time,0.948,0.703,1.0,0.1818,Y,Tier 2 - Strong
L2019-10469,2019,3,3.63,Submitted,1320,Midwest,Public,N,$30K - $59K,56000,School of Engineering,Electrical Engineering,,4,School of Engineering,Electrical Engineering,3.14,3.37,0.23,Y,Y,Y,N,0,1,0,N,N,N,2,N,Employed full-time,0.748,0.6634,1.0,0.1818,N,Tier 2 - Strong
L2020-10470,2020,3,3.54,Submitted,1290,West,Public,Y,$100K - $149K,14400,College of Arts & Sciences,Chemistry,,3,College of Arts & Sciences,Chemistry,3.27,3.46,0.19,Y,Y,Y,N,1,3,0,N,Y,N,2,Y,Unknown,0.784,0.6238,1.0,0.8182,Y,Tier 1 - Thrived
L2021-10471,2021,3,3.69,Submitted,1310,Mid-Atlantic,Public,N,$100K - $149K,12200,School of Business,Business Analytics,,3,School of Business,Finance,3.06,3.23,0.17,Y,Y,Y,N,2,3,0,N,N,N,2,N,Seeking,0.692,0.604,1.0,0.5455,Y,Tier 2 - Strong
L2022-10472,2022,3,3.45,Submitted,1250,South,Public,N,Under $30K,2700,College of Fine Arts,Graphic Design,,3,College of Fine Arts,Graphic Design,2.84,3.09,0.25,Y,Y,Y,N,0,0,0,N,N,N,1,Y,Seeking,0.636,0.6832,1.0,0.0,N,Tier 3 - Solid
L2023-10473,2023,3,3.61,Submitted,1320,Midwest,Public,N,$100K - $149K,22200,College of Arts & Sciences,Undeclared,,3,College of Arts & Sciences,Undeclared,3.49,3.58,0.09,Y,Y,Y,N,3,1,0,N,N,N,2,N,Fellowship,0.832,0.5248,1.0,0.1818,N,Tier 2 - Strong
L2024-10474,2024,2,3.36,Test Optional,,Mid-Atlantic,Parochial,N,$150K - $249K,9000,School of Engineering,Civil Engineering,,2,School of Engineering,Civil Engineering,3.02,3.37,0.35,Y,Y,Y,N,2,3,0,N,N,N,0,N,Fellowship,0.748,0.7822,1.0,0.5455,Y,Tier 1 - Thrived
L2025-10475,2025,3,3.59,Submitted,1320,Mid-Atlantic,Public,N,$100K - $149K,43700,School of Business,Business Analytics,,4,School of Business,Business Analytics,3.33,3.48,0.15,Y,N,Y,N,0,2,0,N,N,N,2,Y,Graduate or professional school,0.792,0.5842,0.6,0.3636,N,Tier 3 - Solid
L2019-10476,2019,2,3.41,Submitted,1180,New England,Public,N,$100K - $149K,49300,College of Arts & Sciences,Psychology,,3,College of Arts & Sciences,Undeclared,3.14,3.22,0.08,Y,Y,Y,N,2,1,0,N,N,N,2,N,Graduate or professional school,0.688,0.5149,1.0,0.1818,N,Tier 3 - Solid
L2020-10477,2020,3,3.56,Submitted,1240,West,Public,N,$100K - $149K,49100,College of Arts & Sciences,Chemistry,,5,College of Arts & Sciences,History,2.80,2.59,-0.21,Y,Y,Y,N,1,0,0,N,N,N,0,N,Unknown,0.436,0.2277,1.0,0.0,N,Tier 4 - Struggled
L2021-10478,2021,3,3.82,Submitted,1320,International,Parochial,N,$60K - $99K,25800,College of Arts & Sciences,Communication,,4,College of Arts & Sciences,Communication,3.47,3.65,0.18,Y,Y,Y,N,3,2,0,N,N,Y,2,N,Employed full-time,0.86,0.6139,1.0,0.3636,Y,Tier 2 - Strong
L2022-10479,2022,4,3.88,Test Optional,,International,Public,Y,$100K - $149K,56200,School of Nursing & Health,Nursing (BSN),,2,School of Nursing & Health,Nursing (BSN),3.38,3.57,0.19,Y,Y,Y,N,0,3,0,N,Y,N,1,Y,Graduate or professional school,0.828,0.6238,1.0,0.8182,Y,Tier 1 - Thrived
L2023-10480,2023,4,3.87,Test Optional,,Mid-Atlantic,Public,N,Under $30K,40000,College of Fine Arts,Theatre,,5,College of Fine Arts,Theatre,3.27,3.46,0.19,Y,N,Y,N,1,2,0,N,Y,N,2,N,Employed full-time,0.784,0.6238,0.6,0.6364,N,Tier 2 - Strong
L2024-10481,2024,3,3.59,Submitted,1290,Mid-Atlantic,Parochial,Y,$100K - $149K,45700,College of Arts & Sciences,Mathematics,,5,College of Arts & Sciences,Mathematics,3.30,3.58,0.28,Y,Y,Y,N,1,0,0,N,Y,N,2,N,Employed full-time,0.832,0.7129,1.0,0.2727,Y,Tier 2 - Strong
L2025-10482,2025,4,4.11,Test Optional,,Mid-Atlantic,Public,N,$60K - $99K,47500,School of Nursing & Health,Exercise Science,,1,School of Nursing & Health,Exercise Science,3.21,3.46,0.25,Y,Y,Y,Y,3,1,0,N,N,N,1,Y,Employed full-time,0.784,0.6832,0.85,0.1818,N,Tier 3 - Solid
L2019-10483,2019,3,3.66,Submitted,1310,Mid-Atlantic,Public,N,$60K - $99K,40900,School of Business,Finance,,2,School of Business,Accounting,3.56,3.97,0.41,Y,Y,Y,N,1,1,0,N,N,Y,2,N,Employed full-time,0.988,0.8416,1.0,0.1818,Y,Tier 1 - Thrived
L2020-10484,2020,4,3.71,Submitted,1420,Mid-Atlantic,Public,N,$150K - $249K,55800,College of Arts & Sciences,Chemistry,,5,College of Arts & Sciences,Chemistry,3.00,2.99,-0.01,Y,Y,Y,N,3,1,0,N,N,N,1,N,Employed full-time,0.596,0.4257,1.0,0.1818,N,Tier 3 - Solid
L2021-10485,2021,4,3.90,Submitted,1420,International,International School,N,$30K - $59K,24800,College of Arts & Sciences,English,,3,College of Arts & Sciences,Economics,3.09,3.33,0.24,Y,Y,Y,N,0,0,0,N,N,N,2,Y,Seeking,0.732,0.6733,1.0,0.0,N,Tier 3 - Solid
L2022-10486,2022,2,3.34,Submitted,1230,South,Public,N,$60K - $99K,9300,School of Engineering,Biomedical Engineering,,3,School of Engineering,Biomedical Engineering,3.47,3.85,0.38,Y,N,Y,N,3,2,0,N,Y,N,2,Y,Employed full-time,0.94,0.8119,0.6,0.6364,Y,Tier 1 - Thrived
L2023-10487,2023,3,3.62,Test Optional,,South,Public,N,$150K - $249K,16000,College of Arts & Sciences,Undeclared,Baseball,2,College of Arts & Sciences,Undeclared,3.21,3.36,0.15,Y,Y,Y,N,0,2,1,N,N,N,2,Y,Employed full-time,0.744,0.5842,1.0,0.3636,Y,Tier 2 - Strong
L2024-10488,2024,3,3.58,Submitted,1230,West,Public,N,$100K - $149K,8900,College of Arts & Sciences,Economics,,4,College of Arts & Sciences,Economics,2.26,1.99,-0.27,Y,N,N,N,0,2,0,N,N,N,0,N,Employed full-time,0.196,0.1683,0.6,0.3636,N,Tier 4 - Struggled
L2025-10489,2025,2,3.10,Submitted,1100,New England,Public,N,$60K - $99K,16300,School of Engineering,Mechanical Engineering,,3,School of Engineering,Mechanical Engineering,3.56,3.51,-0.05,Y,Y,Y,Y,0,2,0,N,N,N,1,N,Employed full-time,0.804,0.3861,0.85,0.3636,N,Tier 3 - Solid
L2019-10490,2019,3,3.58,Submitted,1270,South,Public,Y,$150K - $249K,56100,College of Arts & Sciences,Communication,,2,College of Arts & Sciences,Communication,2.71,2.81,0.10,Y,N,Y,N,3,1,0,N,N,N,1,Y,Employed full-time,0.524,0.5347,0.6,0.1818,N,Tier 4 - Struggled
L2020-10491,2020,4,3.85,Test Optional,,South,Parochial,N,Under $30K,49500,College of Arts & Sciences,Biology,Swimming & Diving,1,College of Arts & Sciences,Mathematics,2.70,2.84,0.14,N,N,N,N,2,0,4,N,Y,N,4,N,Employed full-time,0.536,0.5743,0.15,0.2727,N,Tier 4 - Struggled
L2021-10492,2021,3,3.55,Test Optional,,Midwest,Charter,N,$60K - $99K,13500,College of Arts & Sciences,Political Science,,4,College of Arts & Sciences,Political Science,2.74,2.63,-0.11,N,N,N,N,3,1,0,N,N,N,0,N,Graduate or professional school,0.452,0.3267,0.15,0.1818,N,Tier 4 - Struggled
L2022-10493,2022,3,3.53,Submitted,1200,South,Public,N,$150K - $249K,44300,College of Arts & Sciences,History,,1,College of Arts & Sciences,English,3.30,3.31,0.01,Y,Y,Y,N,2,0,0,N,Y,N,1,N,Graduate or professional school,0.724,0.4455,1.0,0.2727,N,Tier 3 - Solid
L2023-10494,2023,4,3.84,Submitted,1330,International,Public,N,$150K - $249K,17600,School of Nursing & Health,Public Health,,3,School of Nursing & Health,Public Health,2.73,2.88,0.15,Y,Y,Y,N,2,0,0,N,N,N,2,N,Fellowship,0.552,0.5842,1.0,0.0,N,Tier 4 - Struggled
L2024-10495,2024,3,3.70,Submitted,1290,South,Public,N,$250K and above,50900,College of Fine Arts,Music Performance,,2,College of Fine Arts,Theatre,3.35,3.43,0.08,Y,Y,Y,N,1,3,0,N,N,N,2,Y,Employed full-time,0.772,0.5149,1.0,0.5455,Y,Tier 2 - Strong
L2025-10496,2025,3,3.67,Submitted,1400,International,Public,N,$100K - $149K,13800,College of Arts & Sciences,Neuroscience,,4,College of Arts & Sciences,Environmental Science,4.00,4.00,0.00,Y,Y,Y,N,3,2,0,N,Y,Y,3,N,Unknown,1.0,0.4356,1.0,0.6364,Y,Tier 1 - Thrived
L2019-10497,2019,3,3.48,Submitted,1320,West,Public,Y,$100K - $149K,39000,College of Arts & Sciences,Environmental Science,Rowing,2,College of Arts & Sciences,Environmental Science,3.21,3.34,0.13,N,N,N,N,2,2,1,N,N,N,2,Y,Employed full-time,0.736,0.5644,0.15,0.3636,N,Tier 4 - Struggled
L2020-10498,2020,3,3.59,Submitted,1250,New England,Parochial,N,$100K - $149K,16600,College of Arts & Sciences,Mathematics,,3,College of Arts & Sciences,Mathematics,2.92,2.85,-0.07,N,N,N,N,0,1,0,N,N,N,2,N,Employed full-time,0.54,0.3663,0.15,0.1818,N,Tier 4 - Struggled
L2021-10499,2021,2,3.29,Test Optional,,South,Private - Independent,N,$100K - $149K,23200,School of Business,Management,,2,School of Business,Management,1.78,1.50,-0.28,N,N,N,N,2,1,0,N,N,N,0,N,Graduate or professional school,0.0,0.1584,0.15,0.1818,N,Tier 4 - Struggled
L2022-10500,2022,3,3.62,Submitted,1350,Southwest,Public,N,$60K - $99K,21200,School of Nursing & Health,Exercise Science,,3,School of Nursing & Health,Exercise Science,2.69,2.65,-0.04,Y,Y,Y,N,1,1,0,N,Y,N,2,N,Employed full-time,0.46,0.396,1.0,0.4545,N,Tier 3 - Solid
L2023-10501,2023,4,3.73,Test Optional,,Mid-Atlantic,Private - Independent,N,Under $30K,23300,School of Nursing & Health,Public Health,,5,School of Nursing & Health,Public Health,3.60,3.72,0.12,Y,Y,Y,N,0,3,0,N,N,Y,1,Y,Graduate or professional school,0.888,0.5545,1.0,0.5455,Y,Tier 1 - Thrived
L2024-10502,2024,2,3.41,Submitted,1240,Mid-Atlantic,Private - Independent,Y,$60K - $99K,26100,School of Engineering,Mechanical Engineering,,4,School of Engineering,Chemical Engineering,3.05,3.15,0.10,Y,Y,Y,Y,3,0,0,N,N,N,0,Y,Graduate or professional school,0.66,0.5347,0.85,0.0,N,Tier 4 - Struggled
L2025-10503,2025,4,3.83,Test Optional,,Midwest,Private - Independent,Y,Under $30K,5300,College of Arts & Sciences,Communication,,1,College of Arts & Sciences,Biology,3.01,3.27,0.26,Y,Y,Y,N,0,0,0,N,N,N,1,N,Graduate or professional school,0.708,0.6931,1.0,0.0,N,Tier 3 - Solid
L2019-10504,2019,3,3.62,Test Optional,,New England,Private - Independent,N,$30K - $59K,33700,School of Nursing & Health,Health Administration,,2,School of Nursing & Health,Exercise Science,3.44,3.65,0.21,Y,Y,Y,N,3,1,0,N,N,Y,1,N,Graduate or professional school,0.86,0.6436,1.0,0.1818,Y,Tier 2 - Strong
L2020-10505,2020,2,3.08,Test Optional,,Mid-Atlantic,Public,N,$150K - $249K,9600,College of Arts & Sciences,Sociology,Softball,3,College of Arts & Sciences,Sociology,3.05,3.10,0.05,Y,Y,Y,Y,3,1,1,N,N,N,1,N,Employed full-time,0.64,0.4851,0.85,0.1818,N,Tier 3 - Solid
L2021-10506,2021,4,3.86,Submitted,1390,International,Home School,N,$100K - $149K,52800,College of Arts & Sciences,English,,3,College of Arts & Sciences,Chemistry,2.88,2.97,0.09,Y,Y,Y,Y,0,0,0,N,N,N,0,Y,Seeking,0.588,0.5248,0.85,0.0,N,Tier 4 - Struggled
L2022-10507,2022,5,4.30,Test Optional,,Mid-Atlantic,Private - Independent,N,$150K - $249K,10400,School of Business,Business Analytics,,4,School of Business,Business Analytics,3.59,3.92,0.33,Y,Y,Y,N,2,1,0,N,Y,N,3,N,Employed full-time,0.968,0.7624,1.0,0.4545,Y,Tier 1 - Thrived
L2023-10508,2023,3,3.64,Submitted,1310,West,Public,N,$60K - $99K,44000,School of Business,Management,,2,School of Business,Management,2.70,2.86,0.16,Y,N,Y,N,1,0,0,N,Y,N,2,N,Graduate or professional school,0.544,0.5941,0.6,0.2727,N,Tier 4 - Struggled
L2024-10509,2024,5,4.30,Submitted,1550,Mid-Atlantic,Private - Independent,N,$100K - $149K,47700,School of Engineering,Electrical Engineering,,3,School of Engineering,Computer Science,3.37,3.45,0.08,Y,N,Y,N,3,2,0,N,N,N,2,Y,Employed full-time,0.78,0.5149,0.6,0.3636,N,Tier 3 - Solid
L2025-10510,2025,4,3.71,Submitted,1420,International,International School,N,$100K - $149K,27900,School of Business,Management,,2,School of Business,Management,2.74,2.71,-0.03,Y,Y,Y,N,0,3,0,N,N,N,2,N,Seeking,0.484,0.4059,1.0,0.5455,N,Tier 3 - Solid
L2019-10511,2019,4,4.02,Test Optional,,South,Home School,N,$60K - $99K,6600,College of Fine Arts,Graphic Design,,3,College of Fine Arts,Graphic Design,4.00,4.00,0.00,Y,Y,Y,N,0,0,0,N,Y,Y,2,Y,Employed full-time,1.0,0.4356,1.0,0.2727,Y,Tier 2 - Strong
L2020-10512,2020,2,3.18,Submitted,1190,Mid-Atlantic,Charter,N,Not Reported,52900,College of Arts & Sciences,Neuroscience,,4,College of Arts & Sciences,Neuroscience,2.71,2.72,0.01,Y,Y,Y,Y,0,2,0,N,N,N,1,N,Employed full-time,0.488,0.4455,0.85,0.3636,N,Tier 3 - Solid
L2021-10513,2021,2,3.23,Submitted,1100,West,Public,N,$100K - $149K,53800,College of Arts & Sciences,Biology,,1,College of Arts & Sciences,Biology,3.37,3.51,0.14,Y,Y,Y,N,2,0,0,N,N,N,1,Y,Graduate or professional school,0.804,0.5743,1.0,0.0,N,Tier 3 - Solid
L2022-10514,2022,3,3.60,Submitted,1290,International,Public,Y,$60K - $99K,10500,College of Arts & Sciences,Undeclared,,4,College of Arts & Sciences,Undeclared,3.29,3.67,0.38,Y,Y,Y,N,3,1,0,N,N,Y,0,Y,Graduate or professional school,0.868,0.8119,1.0,0.1818,Y,Tier 1 - Thrived
L2023-10515,2023,3,3.53,Test Optional,,New England,Public,Y,$250K and above,23300,School of Business,Supply Chain Management,,5,School of Business,Supply Chain Management,2.51,2.43,-0.08,Y,N,N,N,0,1,0,N,N,N,2,N,Employed full-time,0.372,0.3564,0.6,0.1818,N,Tier 4 - Struggled
L2024-10516,2024,2,3.55,Submitted,1260,Southwest,Parochial,N,$100K - $149K,34200,College of Arts & Sciences,Undeclared,,5,College of Arts & Sciences,Undeclared,2.98,3.32,0.34,Y,Y,Y,N,0,0,0,N,N,N,2,N,Seeking,0.728,0.7723,1.0,0.0,N,Tier 3 - Solid
L2025-10517,2025,4,3.89,Test Optional,,International,Public,Y,Under $30K,40800,School of Nursing & Health,Health Administration,,2,School of Nursing & Health,Health Administration,2.80,2.77,-0.03,Y,Y,Y,N,0,2,0,N,Y,N,2,N,Employed full-time,0.508,0.4059,1.0,0.6364,N,Tier 2 - Strong
